46.7
46.2
46.2
46.2
46.2
46.2
46.2
46.7
47.7
46.7
47.2
45.7
45.7
45.7
46.2
46.7
45.7
46.7
45.7
46.7
45.7
46.2
47.7
46.2
45.2
45.7
45.7
46.2
46.2
45.7
45.7
46.7
47.7
46.7
46.7
46.2
46.2
46.2
46.2
46.2
46.7
46.2
46.7
46.2
45.7
46.2

46.2
